Index,Audio Path,Transcript Path
001,Verizon Communications_20170420/CEO/001-MattEllis.mp3,Verizon Communications_20170420/sent_token/001.txt
002,Verizon Communications_20170420/CEO/002-MattEllis.mp3,Verizon Communications_20170420/sent_token/002.txt
003,Verizon Communications_20170420/CEO/003-MattEllis.mp3,Verizon Communications_20170420/sent_token/003.txt
004,Verizon Communications_20170420/CEO/004-MattEllis.mp3,Verizon Communications_20170420/sent_token/004.txt
005,Verizon Communications_20170420/CEO/005-MattEllis.mp3,Verizon Communications_20170420/sent_token/005.txt
006,Verizon Communications_20170420/CEO/006-MattEllis.mp3,Verizon Communications_20170420/sent_token/006.txt
007,Verizon Communications_20170420/CEO/007-MattEllis.mp3,Verizon Communications_20170420/sent_token/007.txt
008,Verizon Communications_20170420/CEO/008-MattEllis.mp3,Verizon Communications_20170420/sent_token/008.txt
009,Verizon Communications_20170420/CEO/009-MattEllis.mp3,Verizon Communications_20170420/sent_token/009.txt
010,Verizon Communications_20170420/CEO/010-MattEllis.mp3,Verizon Communications_20170420/sent_token/010.txt
011,Verizon Communications_20170420/CEO/011-MattEllis.mp3,Verizon Communications_20170420/sent_token/011.txt
012,Verizon Communications_20170420/CEO/012-MattEllis.mp3,Verizon Communications_20170420/sent_token/012.txt
013,Verizon Communications_20170420/CEO/013-MattEllis.mp3,Verizon Communications_20170420/sent_token/013.txt
014,Verizon Communications_20170420/CEO/014-MattEllis.mp3,Verizon Communications_20170420/sent_token/014.txt
015,Verizon Communications_20170420/CEO/015-MattEllis.mp3,Verizon Communications_20170420/sent_token/015.txt
016,Verizon Communications_20170420/CEO/016-MattEllis.mp3,Verizon Communications_20170420/sent_token/016.txt
017,Verizon Communications_20170420/CEO/017-MattEllis.mp3,Verizon Communications_20170420/sent_token/017.txt
018,Verizon Communications_20170420/CEO/018-MattEllis.mp3,Verizon Communications_20170420/sent_token/018.txt
019,Verizon Communications_20170420/CEO/019-MattEllis.mp3,Verizon Communications_20170420/sent_token/019.txt
020,Verizon Communications_20170420/CEO/020-MattEllis.mp3,Verizon Communications_20170420/sent_token/020.txt
021,Verizon Communications_20170420/CEO/021-MattEllis.mp3,Verizon Communications_20170420/sent_token/021.txt
022,Verizon Communications_20170420/CEO/022-MattEllis.mp3,Verizon Communications_20170420/sent_token/022.txt
023,Verizon Communications_20170420/CEO/023-MattEllis.mp3,Verizon Communications_20170420/sent_token/023.txt
024,Verizon Communications_20170420/CEO/024-MattEllis.mp3,Verizon Communications_20170420/sent_token/024.txt
